icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
4ac8e4,SAS125  ,Sweden,1750795651,1750795651,16.5109,58.74,9944.1,False,228.29,207.95,6.5,,9867.9,,False,0,2025-06-24T20:07:32
39a2e3,FPO388  ,France,1750795644,1750795644,5.2295,37.4455,6926.58,False,209.4,4.09,12.03,,7368.54,,False,0,2025-06-24T20:07:32
39a2e2,FPO466  ,France,1750795651,1750795651,0.3393,47.1273,9662.16,False,247.39,29.39,-5.2,,10195.56,5573,False,0,2025-06-24T20:07:32
34768f,VLG74KK ,Spain,1750795650,1750795650,2.8838,49.4807,8839.2,False,238.58,206.79,0.0,,9288.78,2104,False,0,2025-06-24T20:07:32
4ac8e6,BIX9223 ,Sweden,1750795651,1750795651,17.1649,58.3279,8168.64,False,215.46,37.34,-11.7,,8122.92,0225,False,0,2025-06-24T20:07:32
4ac8e8,BIX09A  ,Sweden,1750795409,1750795416,17.9247,59.6477,,True,0.0,42.19,,,,2307,False,0,2025-06-24T20:07:32
34768c,VLG9KV  ,Spain,1750795651,1750795651,2.9014,49.1116,10454.64,False,214.24,193.47,5.2,,10934.7,7120,False,0,2025-06-24T20:07:32
496c2c,FM010   ,Portugal,1750795532,1750795532,-9.1308,38.7734,,True,3.86,81.56,,,,,False,0,2025-06-24T20:07:32
496c2d,FM011   ,Portugal,1750795644,1750795644,-9.1329,38.7701,,True,6.69,348.75,,,,,False,0,2025-06-24T20:07:32
347695,VLG56PB ,Spain,1750795650,1750795651,-0.0155,51.1722,655.32,False,74.66,258.07,-3.9,,716.28,7454,False,0,2025-06-24T20:07:32
484c51,KLM87Q  ,Kingdom of the Netherlands,1750795650,1750795651,-0.6955,44.774,11887.2,False,202.78,208.32,-0.33,,12428.22,1000,False,0,2025-06-24T20:07:32
780aeb,CSN406  ,China,1750794920,1750795647,15.5733,55.549,9448.8,False,271.8,54.47,0.0,,9517.38,6427,False,0,2025-06-24T20:07:32
406591,BAW11   ,United Kingdom,1750795651,1750795651,11.2978,49.9464,9448.8,False,285.55,111.34,0.0,,9860.28,5264,False,0,2025-06-24T20:07:32
3008bf,IOZZQ   ,Italy,1750795651,1750795651,12.1517,45.016,883.92,False,47.16,63.43,-0.33,,990.6,7000,False,0,2025-06-24T20:07:32
ac3857,FDX5270 ,United States,1750795577,1750795577,-9.6758,48.0013,10363.2,False,240.25,269.75,0.0,,10797.54,5601,False,0,2025-06-24T20:07:32
484c52,KLM45Q  ,Kingdom of the Netherlands,1750795650,1750795650,8.1505,54.7103,11887.2,False,242.14,34.26,0.33,,12115.8,3135,False,0,2025-06-24T20:07:32
484c59,TRA76K  ,Kingdom of the Netherlands,1750795651,1750795651,1.8694,48.7978,11582.4,False,241.46,17.35,0.65,,12085.32,5340,False,0,2025-06-24T20:07:32
496c29,FM007   ,Portugal,1750795637,1750795637,-9.1377,38.7643,,True,6.17,28.12,,,,,False,0,2025-06-24T20:07:32
506c30,MNB9403 ,Slovenia,1750795651,1750795651,25.9508,43.3384,9753.6,False,228.4,318.01,0.33,,10226.04,3263,False,0,2025-06-24T20:07:32
40780e,BAW4TH  ,United Kingdom,1750795650,1750795651,16.6675,44.7214,10066.02,False,249.18,134.75,0.0,,10629.9,2161,False,0,2025-06-24T20:07:32
461f9b,FIN50J  ,Finland,1750792513,1750795650,16.718,55.4049,3611.88,False,0.73,45.0,0.33,,12230.1,7530,False,0,2025-06-24T20:07:32
461f9e,FIN8TF  ,Finland,1750795097,1750795650,22.9409,52.5066,11277.6,False,232.33,9.05,0.0,,11468.1,6010,False,0,2025-06-24T20:07:32
34644c,IBS1589 ,Spain,1750795650,1750795651,-6.1586,39.7766,10668.0,False,204.62,222.55,0.0,,11109.96,3770,False,0,2025-06-24T20:07:32
346458,IBE0981 ,Spain,1750795636,1750795650,14.234,41.0196,2316.48,False,116.73,49.29,-3.9,,2514.6,1000,False,0,2025-06-24T20:07:32
461f6a,FIN4YL  ,Finland,1750795631,1750795651,22.4987,54.9005,11894.82,False,1.46,315.0,0.0,,10934.7,2211,False,0,2025-06-24T20:07:32
345116,VLG362W ,Spain,1750795651,1750795651,-8.6437,41.1048,853.44,False,102.01,349.54,-6.83,,952.5,0424,False,0,2025-06-24T20:07:32
48af0c,LOT723  ,Poland,1750795651,1750795651,21.3839,50.5767,9418.32,False,241.54,170.44,4.88,,9677.4,1154,False,0,2025-06-24T20:07:32
48af0d,LOT6118 ,Poland,1750795651,1750795651,28.2005,43.0778,10972.8,False,214.55,322.31,0.0,,11490.96,2234,False,0,2025-06-24T20:07:32
740826,RJA268  ,Jordan,1750795651,1750795651,-1.5829,51.6079,12024.36,False,267.77,99.06,4.88,,12466.32,2276,False,0,2025-06-24T20:07:32
48af19,LOT336  ,Poland,1750795651,1750795651,20.4654,52.3494,3741.42,False,195.58,102.61,-8.78,,3810.0,1000,False,0,2025-06-24T20:07:32
3009b6,DLA44K  ,Italy,1750795651,1750795651,10.1534,49.3586,7978.14,False,220.15,129.12,7.8,,8351.52,1000,False,0,2025-06-24T20:07:32
345108,VLG1240 ,Spain,1750795651,1750795651,-0.9501,39.4633,5692.14,False,175.04,173.42,-5.85,,6118.86,5404,False,0,2025-06-24T20:07:32
3009b7,DLA9KJ  ,Italy,1750795651,1750795651,11.4648,45.9624,10668.0,False,227.47,178.44,0.33,,11209.02,1000,False,0,2025-06-24T20:07:32
3009b4,DLA5LF  ,Italy,1750795650,1750795650,13.4323,46.2792,4442.46,False,170.09,155.14,-10.73,,4724.4,0631,False,0,2025-06-24T20:07:32
3009b5,DLA3RP  ,Italy,1750795651,1750795651,16.021,50.7341,4991.1,False,216.94,74.32,-7.8,,5181.6,1000,False,0,2025-06-24T20:07:32
406544,EZY31BG ,United Kingdom,1750795651,1750795651,-7.7718,36.6648,10972.8,False,239.35,6.79,-0.33,,11521.44,7753,False,0,2025-06-24T20:07:32
345102,VLG739D ,Spain,1750795651,1750795651,7.6351,47.2443,10668.0,False,250.9,147.65,-0.33,,11186.16,0564,False,0,2025-06-24T20:07:32
461f4a,FIN61   ,Finland,1750795187,1750795651,21.9618,54.5003,10668.0,False,4.12,270.0,1.63,,9593.58,4520,False,0,2025-06-24T20:07:32
48af09,LOT6679 ,Poland,1750795651,1750795651,24.4979,40.9422,11704.32,False,235.97,157.57,3.9,,12291.06,7407,False,0,2025-06-24T20:07:32
406540,EZY12VZ ,United Kingdom,1750795651,1750795651,-4.9412,42.863,11582.4,False,230.39,24.96,0.33,,12108.18,1172,False,0,2025-06-24T20:07:32
48af07,LOT6206 ,Poland,1750795651,1750795651,23.2575,47.0579,11582.4,False,206.31,318.64,0.0,,12077.7,1000,False,0,2025-06-24T20:07:32
48af05,LOT499  ,Poland,1750795648,1750795649,18.5131,52.5456,9928.86,False,181.3,317.3,6.5,,10081.26,3707,False,0,2025-06-24T20:07:32
461f67,FIN5AR  ,Finland,1750795650,1750795650,7.1438,56.0702,11582.4,False,203.61,236.75,0.0,,11772.9,1147,False,0,2025-06-24T20:07:32
48af01,LOT285  ,Poland,1750795651,1750795651,8.8009,52.2302,12192.0,False,202.65,266.07,0.0,,12573.0,3550,False,0,2025-06-24T20:07:32
44cc43,BEL1ZK  ,Belgium,1750795651,1750795651,8.9141,51.8054,10668.0,False,250.71,60.23,0.33,,11049.0,1000,False,0,2025-06-24T20:07:32
44cc42,BEL4YF  ,Belgium,1750795650,1750795650,-5.2543,43.541,11567.16,False,265.49,344.37,-0.33,,12062.46,4516,False,0,2025-06-24T20:07:32
44cc41,BEL6HB  ,Belgium,1750795651,1750795651,-5.4705,41.83,11582.4,False,261.15,23.08,0.0,,12054.84,6231,False,0,2025-06-24T20:07:32
407862,EXS5NT  ,United Kingdom,1750795651,1750795651,1.9278,43.8064,10668.0,False,213.48,160.43,0.0,,11247.12,2035,False,0,2025-06-24T20:07:32
406532,SHT19Q  ,United Kingdom,1750795651,1750795651,-3.4292,56.0503,10858.5,False,232.88,171.74,11.05,,11094.72,6303,False,0,2025-06-24T20:07:32
44cc45,BEL7DT  ,Belgium,1750795651,1750795651,-5.3834,38.2451,11567.16,False,267.77,13.56,2.6,,12115.8,6470,False,0,2025-06-24T20:07:32
abf0c7,FDX5225 ,United States,1750795651,1750795651,4.7079,51.0706,9700.26,False,231.95,283.73,5.53,,10104.12,4111,False,0,2025-06-24T20:07:32
4b9910,FHY769  ,Turkey,1750795623,1750795650,26.0681,44.7369,10363.2,False,215.33,320.72,0.0,,10721.34,5327,False,0,2025-06-24T20:07:32
89653c,,United Arab Emirates,1750795635,1750795635,8.5617,50.0429,99.06,True,9.77,247.5,,,,,False,0,2025-06-24T20:07:32
4b9903,FHY614  ,Turkey,1750795651,1750795651,-0.7176,53.5091,8557.26,False,256.86,141.18,4.23,,8854.44,7225,False,0,2025-06-24T20:07:32
407837,EZY49HA ,United Kingdom,1750795651,1750795651,-8.226,42.9438,11277.6,False,222.48,206.21,0.0,,11673.84,5421,False,0,2025-06-24T20:07:32
4063de,BAW997T ,United Kingdom,1750795651,1750795651,2.1832,51.7822,9669.78,False,213.0,264.32,-7.15,,10088.88,1376,False,0,2025-06-24T20:07:32
781f4c,CSG2572 ,China,1750795651,1750795651,21.9013,57.6659,9448.8,False,261.8,65.75,0.0,,9342.12,0271,False,0,2025-06-24T20:07:32
8964af,UAE20   ,United Arab Emirates,1750795650,1750795651,-2.2764,53.3574,,True,0.06,160.31,,,,5260,False,0,2025-06-24T20:07:32
461f30,FIN1604 ,Finland,1750793611,1750795646,20.7693,52.7584,11871.96,False,241.56,40.51,0.0,,12138.66,0477,False,0,2025-06-24T20:07:32
461f31,FIN24Q  ,Finland,1750795651,1750795651,16.0202,54.6141,11879.58,False,235.25,31.95,0.33,,12054.84,6504,False,0,2025-06-24T20:07:32
8964c9,,United Arab Emirates,1750795645,1750795645,3.8732,36.3774,12192.0,False,229.59,263.05,-0.33,,12923.52,,False,0,2025-06-24T20:07:32
4076dd,EXS17TU ,United Kingdom,1750795651,1750795651,-9.7648,36.31,10972.8,False,246.6,31.44,0.0,,11490.96,6263,False,0,2025-06-24T20:07:32
4076da,EXS1737 ,United Kingdom,1750795650,1750795650,27.4154,36.5963,4800.6,False,162.85,100.74,-6.83,,5082.54,0542,False,0,2025-06-24T20:07:32
4076e2,SHT13H  ,United Kingdom,1750795650,1750795651,-1.7799,52.6246,8054.34,False,235.18,154.61,-14.96,,8397.24,5170,False,0,2025-06-24T20:07:32
4076e0,NPT4FS  ,United Kingdom,1750795650,1750795651,-1.0035,52.8458,1089.66,False,76.89,231.52,-2.6,,1135.38,5170,False,0,2025-06-24T20:07:32
8964a7,UAE29U  ,United Arab Emirates,1750795651,1750795651,12.2,44.3839,10058.4,False,262.8,106.02,0.0,,10614.66,0450,False,0,2025-06-24T20:07:32
780c5b,CAO3136 ,China,1750795309,1750795644,18.4269,56.7744,10668.0,False,261.36,63.84,0.0,,10660.38,2345,False,0,2025-06-24T20:07:32
47947c,NOZ3RW  ,Norway,1750794513,1750795651,27.82,43.2289,10972.8,False,219.13,317.09,0.0,,11483.34,5335,False,0,2025-06-24T20:07:32
47945c,NOZ89K  ,Norway,1750795650,1750795651,17.3234,50.6347,11582.4,False,212.95,341.26,0.0,,11948.16,4543,False,0,2025-06-24T20:07:32
48adac,LOT9KM  ,Poland,1750795436,1750795460,20.976,52.1556,144.78,False,69.27,332.1,-3.58,,160.02,3704,False,0,2025-06-24T20:07:32
4d0212,SVW36CC ,Luxembourg,1750795651,1750795651,-0.7154,51.2962,342.9,False,59.37,242.1,-3.25,,388.62,3250,False,0,2025-06-24T20:07:32
4ab568,SAS2197 ,Sweden,1750795651,1750795651,17.2538,58.889,4251.96,False,146.0,196.58,0.0,,4137.66,,False,0,2025-06-24T20:07:32
4ab569,AUA268  ,Sweden,1750795651,1750795651,9.82,49.9566,4084.32,False,129.29,113.2,3.25,,4290.06,1000,False,0,2025-06-24T20:07:32
3c48f0,LHX5CT  ,Germany,1750795650,1750795651,11.9533,50.2333,9258.3,False,262.8,154.74,-10.4,,9662.16,1000,False,0,2025-06-24T20:07:32
3c48e8,LHX8E   ,Germany,1750795651,1750795651,11.8453,50.438,10195.56,False,256.9,156.52,-10.4,,10614.66,1364,False,0,2025-06-24T20:07:32
3c48eb,LHX9HF  ,Germany,1750795651,1750795651,11.5727,48.6133,4206.24,False,164.14,339.07,5.85,,4442.46,1000,False,0,2025-06-24T20:07:32
3c48ee,EWG97MT ,Germany,1750795372,1750795372,10.0009,53.6333,,True,0.0,140.62,,,,3045,False,0,2025-06-24T20:07:32
4078ae,EXS87RH ,United Kingdom,1750795651,1750795651,20.3885,44.1493,10972.8,False,226.71,292.55,-0.33,,11529.06,6504,False,0,2025-06-24T20:07:32
840df8,JAL44   ,Japan,1750795651,1750795651,15.7838,47.9122,10668.0,False,281.4,117.31,0.33,,11148.06,4622,False,0,2025-06-24T20:07:32
4078b8,BAW257  ,United Kingdom,1750795651,1750795651,22.6127,46.0491,11277.6,False,276.08,116.8,0.0,,11795.76,4644,False,0,2025-06-24T20:07:32
3463c6,VOE3UQ  ,Spain,1750795651,1750795651,2.3631,46.031,10972.8,False,212.03,275.85,0.0,,11536.68,1000,False,0,2025-06-24T20:07:32
484cb4,KLM27F  ,Kingdom of the Netherlands,1750795651,1750795651,13.4858,52.5611,2202.18,False,161.54,89.82,-6.18,,2263.14,1000,False,0,2025-06-24T20:07:32
4ab561,SAS2720 ,Sweden,1750795651,1750795651,19.981,59.9818,5173.98,False,132.53,69.31,0.0,,5036.82,,False,0,2025-06-24T20:07:32
4ab564,SAS647  ,Sweden,1750795650,1750795651,10.3495,54.0377,2819.4,False,116.59,232.17,-6.5,,2834.64,3527,False,0,2025-06-24T20:07:32
4065de,BAW135  ,United Kingdom,1750794249,1750795650,26.3669,44.732,10058.4,False,274.57,121.52,0.0,,10530.84,3413,False,0,2025-06-24T20:07:32
8965f5,ETD88C  ,United Arab Emirates,1750795651,1750795651,-0.4733,51.3858,1234.44,False,138.97,135.6,4.55,,1303.02,5234,False,0,2025-06-24T20:07:32
447cb9,        ,Austria,1750795630,1750795630,16.586,48.0886,,True,1.29,92.81,,,,,False,0,2025-06-24T20:07:32
461fa8,FIN1844 ,Finland,1750795651,1750795651,20.2821,51.1309,11277.6,False,239.5,26.68,-0.33,,11559.54,4545,False,0,2025-06-24T20:07:32
461fa9,FIN1CW  ,Finland,1750795651,1750795651,22.1156,59.424,11163.3,False,244.14,59.76,-7.8,,11109.96,2313,False,0,2025-06-24T20:07:32
461fa3,FIN6AK  ,Finland,1750795651,1750795651,22.2822,49.7909,10980.42,False,227.29,8.46,0.33,,11315.7,1155,False,0,2025-06-24T20:07:32
461fa4,FIN1DX  ,Finland,1750795266,1750795651,22.2783,54.5538,10668.0,False,27.01,40.36,5.2,,9441.18,1167,False,0,2025-06-24T20:07:32
40666b,EZY13EN ,United Kingdom,1750795650,1750795650,26.744,38.5561,10652.76,False,225.67,318.79,5.2,,11193.78,3253,False,0,2025-06-24T20:07:32
40666a,EZY694Q ,United Kingdom,1750795651,1750795651,-3.0799,55.7104,3002.28,False,161.95,7.67,-2.6,,3048.0,5173,False,0,2025-06-24T20:07:32
406673,EZY81NR ,United Kingdom,1750795650,1750795651,12.1356,42.9739,10972.8,False,226.36,324.9,-0.33,,11582.4,0212,False,0,2025-06-24T20:07:32
4d0286,AIRESC1 ,Luxembourg,1750795637,1750795637,6.2681,49.7076,518.16,False,52.39,215.41,0.0,,594.36,,False,0,2025-06-24T20:07:32
406670,EZY82KQ ,United Kingdom,1750795651,1750795651,26.5397,37.5707,5570.22,False,203.53,323.74,7.15,,5920.74,6636,False,0,2025-06-24T20:07:32
40665e,TOM6EA  ,United Kingdom,1750795651,1750795651,11.4016,46.8018,11582.4,False,217.71,317.3,0.0,,12123.42,5520,False,0,2025-06-24T20:07:32
461faa,FIN78Q  ,Finland,1750795651,1750795651,4.343,50.7049,11277.6,False,226.72,213.62,0.0,,11719.56,3510,False,0,2025-06-24T20:07:32
780bf7,CCA938  ,China,1750795651,1750795651,6.4998,53.7313,10058.4,False,275.34,60.32,0.0,,10355.58,4647,False,0,2025-06-24T20:07:32
34648a,BCS1GH  ,Spain,1750795636,1750795636,-3.5608,40.4596,,True,6.94,87.19,,,,,False,0,2025-06-24T20:07:32
471a7f,FRF131  ,Hungary,1750795651,1750795651,12.646,46.9808,6096.0,False,115.18,234.82,0.0,,6438.9,1000,False,0,2025-06-24T20:07:32
a9552a,TWY700  ,United States,1750795651,1750795651,-5.8983,56.6295,12192.0,False,242.85,318.95,0.0,,12451.08,7646,False,0,2025-06-24T20:07:32
40660e,TOM54J  ,United Kingdom,1750795651,1750795651,24.9098,37.3266,10972.8,False,227.98,300.96,0.0,,11567.16,2022,False,0,2025-06-24T20:07:32
40792f,BAW487E ,United Kingdom,1750795651,1750795651,0.0496,44.8024,11582.4,False,235.6,334.11,0.33,,12161.52,5353,False,0,2025-06-24T20:07:32
4794f2,NOZ89Z  ,Norway,1750795651,1750795651,23.6805,46.9872,10972.8,False,207.02,319.94,0.33,,11437.62,5203,False,0,2025-06-24T20:07:32
345249,VLG22NV ,Spain,1750795642,1750795651,17.9503,38.8778,10363.2,False,237.34,280.24,0.0,,10927.08,2030,False,0,2025-06-24T20:07:32
0201b6,RAM651U ,Morocco,1750795623,1750795623,2.3767,48.7319,,True,0.0,205.31,,,,,False,0,2025-06-24T20:07:32
34654b,PVG3131 ,Spain,1750795650,1750795651,-8.8845,40.3462,6690.36,False,217.97,185.15,7.48,,6918.96,,False,0,2025-06-24T20:07:32
407913,EXS94VU ,United Kingdom,1750795650,1750795650,16.6778,45.6786,11582.4,False,216.55,316.83,0.33,,12146.28,3246,False,0,2025-06-24T20:07:32
407914,EXS66UN ,United Kingdom,1750795651,1750795651,14.1482,47.3629,10972.8,False,214.05,319.0,0.0,,11513.82,1363,False,0,2025-06-24T20:07:32
406666,EZY41YX ,United Kingdom,1750795651,1750795651,-6.9561,39.8215,9753.6,False,268.4,33.11,0.0,,10111.74,6205,False,0,2025-06-24T20:07:32
406668,EZY85YR ,United Kingdom,1750795651,1750795651,17.5722,43.7428,10972.8,False,228.11,298.41,0.0,,11567.16,,False,0,2025-06-24T20:07:32
4d00c1,LGL38D  ,Luxembourg,1750795650,1750795651,10.5376,47.5487,12199.62,False,218.47,322.08,-0.65,,12710.16,1000,False,0,2025-06-24T20:07:32
406660,TOM41G  ,United Kingdom,1750795650,1750795651,-1.0377,50.2498,11582.4,False,240.06,13.89,0.33,,12054.84,5551,False,0,2025-06-24T20:07:32
a597f3,N46HB   ,United States,1750795651,1750795651,12.573,46.125,11582.4,False,227.41,311.52,0.33,,12138.66,7743,False,0,2025-06-24T20:07:32
4d00d0,LGL368G ,Luxembourg,1750795651,1750795651,6.5295,48.955,4526.28,False,170.36,12.74,-5.2,,4792.98,1000,False,0,2025-06-24T20:07:32
40796b,TOM1FJ  ,United Kingdom,1750795651,1750795651,-0.849,47.54,11582.4,False,239.43,343.4,0.65,,12108.18,5331,False,0,2025-06-24T20:07:32
4d00c6,LGL74BB ,Luxembourg,1750795651,1750795651,11.2643,51.5762,6705.6,False,155.37,238.68,0.0,,6987.54,1000,False,0,2025-06-24T20:07:32
40796c,TOM720  ,United Kingdom,1750795651,1750795651,24.9084,40.4084,11277.6,False,238.6,152.66,0.0,,11856.72,5527,False,0,2025-06-24T20:07:32
40796a,TOM93D  ,United Kingdom,1750795651,1750795651,22.3329,40.4087,10972.8,False,238.57,304.1,0.0,,11551.92,0440,False,0,2025-06-24T20:07:32
40796e,EXS25TO ,United Kingdom,1750795651,1750795651,24.0682,35.9924,4046.22,False,193.79,145.38,-11.7,,4312.92,4726,False,0,2025-06-24T20:07:32
345206,VLG17XA ,Spain,1750795650,1750795650,-3.589,35.4578,11277.6,False,211.03,217.37,-0.33,,11925.3,0451,False,0,2025-06-24T20:07:32
459d6e,GRL782  ,Denmark,1750795425,1750795425,12.6715,55.6279,121.92,False,64.9,221.14,-3.25,,76.2,0256,False,0,2025-06-24T20:07:32
345207,VLG8DM  ,Spain,1750795651,1750795651,2.8306,46.1456,10058.4,False,235.09,168.0,0.0,,10607.04,1000,False,0,2025-06-24T20:07:32
400fda,EZY63PX ,United Kingdom,1750795651,1750795651,1.9757,51.9,7193.28,False,189.45,219.05,-5.2,,7505.7,6267,False,0,2025-06-24T20:07:32
400fe0,EZY9006 ,United Kingdom,1750795651,1750795652,-0.0419,50.1104,8763.0,False,248.53,164.27,11.7,,9166.86,7713,False,0,2025-06-24T20:07:32
a02cb5,FDX5041 ,United States,1750795651,1750795651,8.7511,45.5284,701.04,False,81.82,348.76,-4.23,,792.48,1000,False,0,2025-06-24T20:07:32
4d00ee,LGL700  ,Luxembourg,1750795650,1750795651,6.3808,48.3898,8084.82,False,226.94,1.43,-5.2,,8526.78,5544,False,0,2025-06-24T20:07:32
4d00f6,LGL6556 ,Luxembourg,1750795650,1750795651,7.7649,45.7231,10965.18,False,219.6,322.14,0.0,,11529.06,1000,False,0,2025-06-24T20:07:32
8965b1,FDB14Q  ,United Arab Emirates,1750795651,1750795651,23.1671,41.8431,10972.8,False,222.93,333.55,0.0,,11551.92,6222,False,0,2025-06-24T20:07:32
4d00d7,LGL8W   ,Luxembourg,1750795651,1750795651,10.7184,49.2402,7315.2,False,148.43,282.21,0.33,,7703.82,1000,False,0,2025-06-24T20:07:32
4d00d9,LGL68M  ,Luxembourg,1750795651,1750795652,8.5287,45.6341,4137.66,False,124.22,249.39,4.88,,4427.22,1000,False,0,2025-06-24T20:07:32
4d00d8,LGL5436 ,Luxembourg,1750795651,1750795651,7.8497,51.9044,7315.2,False,163.33,225.13,-0.33,,7620.0,3523,False,0,2025-06-24T20:07:32
4d00ca,LGL4598 ,Luxembourg,1750795650,1750795651,1.8967,51.2255,7002.78,False,177.82,104.92,1.3,,7330.44,6310,False,0,2025-06-24T20:07:32
76cd75,SIA319  ,Singapore,1750795651,1750795651,0.3191,51.1745,4130.04,False,214.19,92.34,4.23,,4290.06,3426,False,0,2025-06-24T20:07:32
8965c0,FDB1782 ,United Arab Emirates,1750795651,1750795652,19.1473,47.1061,11277.6,False,256.62,144.88,0.33,,11788.14,1434,False,0,2025-06-24T20:07:32
4d00f1,LGL620  ,Luxembourg,1750795651,1750795651,4.0073,40.3335,11582.4,False,226.32,19.38,0.33,,12207.24,1000,False,0,2025-06-24T20:07:32
4d00f5,LGL922  ,Luxembourg,1750795651,1750795651,10.4404,47.9293,10972.8,False,211.73,311.55,-0.33,,11468.1,1000,False,0,2025-06-24T20:07:32
4d00f4,LGL142  ,Luxembourg,1750795651,1750795651,13.8285,43.8244,10972.8,False,230.29,328.33,0.0,,11567.16,5526,False,0,2025-06-24T20:07:32
76cd6e,SIA325  ,Singapore,1750795651,1750795651,9.3539,49.7243,3985.26,False,194.66,87.42,4.55,,4191.0,7702,False,0,2025-06-24T20:07:32
4d00f2,LGL338C ,Luxembourg,1750795651,1750795651,0.6512,46.9904,10363.2,False,243.79,21.8,0.0,,10873.74,1000,False,0,2025-06-24T20:07:32
8965c4,FDB1840 ,United Arab Emirates,1750795651,1750795651,21.7681,48.5677,10668.0,False,257.58,167.07,0.33,,11079.48,2260,False,0,2025-06-24T20:07:32
15201e,AFL1007 ,Russian Federation,1750794296,1750795650,21.5928,55.3366,10660.38,False,4.12,270.0,0.33,,9700.26,6637,False,0,2025-06-24T20:07:32
4b8533,,Turkey,1750795613,1750795622,7.1211,50.8812,,True,1.03,219.38,,,,,False,0,2025-06-24T20:07:32
152045,SVR168  ,Russian Federation,1750792913,1750795651,21.8623,54.4397,11285.22,False,4.12,0.0,4.23,,8892.54,6631,False,0,2025-06-24T20:07:32
a00001,PUMA21  ,United States,1750795651,1750795652,-3.7936,40.3737,762.0,False,37.91,277.8,4.88,,838.2,,False,0,2025-06-24T20:07:32
34260e,IBE0690 ,Spain,1750795651,1750795651,2.0534,41.3094,11269.98,False,220.93,250.97,0.0,,11887.2,1000,False,0,2025-06-24T20:07:32
5082a8,CVK7007 ,Ukraine,1750795650,1750795651,-1.8315,52.5017,5783.58,False,162.6,144.4,0.65,,5996.94,5233,False,0,2025-06-24T20:07:32
4ca4ea,RYR33GT ,Ireland,1750795650,1750795651,16.6102,49.2081,10972.8,False,251.42,133.76,0.0,,11391.9,4714,False,0,2025-06-24T20:07:32
406ec7,BAW55G  ,United Kingdom,1750795651,1750795651,2.8187,39.6054,11277.6,False,257.27,168.47,0.33,,11902.44,0524,False,0,2025-06-24T20:07:32
4409ff,IJM68A  ,Austria,1750795651,1750795651,16.5434,47.8033,2948.94,False,159.9,63.43,-10.08,,3116.58,1000,False,0,2025-06-24T20:07:32
4ca4f5,RYR543H ,Ireland,1750795651,1750795651,9.1903,44.3963,7848.6,False,236.25,292.26,-2.93,,8313.42,1000,False,0,2025-06-24T20:07:32
4ca4f8,RYR9AT  ,Ireland,1750795650,1750795651,14.2345,51.3797,12199.62,False,209.0,346.48,0.0,,12557.76,6643,False,0,2025-06-24T20:07:32
4ca4f2,RYR69BP ,Ireland,1750795651,1750795651,-1.9107,53.2392,2446.02,False,147.28,2.6,-8.78,,2506.98,5313,False,0,2025-06-24T20:07:32
4ca4f0,RYR77SR ,Ireland,1750795651,1750795651,-1.7613,53.1011,3459.48,False,137.21,310.44,-10.08,,3558.54,4426,False,0,2025-06-24T20:07:32
49d3d5,,Czech Republic,1750795649,1750795649,16.8872,43.3011,11582.4,False,231.68,333.78,-0.33,,12184.38,,False,0,2025-06-24T20:07:32
49d3d4,TVS4AC  ,Czech Republic,1750795651,1750795651,8.0684,46.9443,11582.4,False,250.21,66.49,0.0,,12123.42,1000,False,0,2025-06-24T20:07:32
899030,EVA076  ,Taiwan,1750795651,1750795651,5.0807,52.2495,1851.66,False,164.78,92.51,9.1,,1927.86,0152,False,0,2025-06-24T20:07:32
406f7b,BAW6    ,United Kingdom,1750795651,1750795651,-4.6889,56.8222,11879.58,False,264.34,158.78,0.33,,12123.42,7643,False,0,2025-06-24T20:07:32
406f86,EXS96CH ,United Kingdom,1750795651,1750795651,16.5425,45.5319,10972.8,False,214.26,315.29,0.0,,11521.44,1356,False,0,2025-06-24T20:07:32
486492,KLM29T  ,Kingdom of the Netherlands,1750795651,1750795651,18.7549,46.0248,9090.66,False,238.39,129.22,-7.48,,9570.72,0147,False,0,2025-06-24T20:07:32
486493,KLM31L  ,Kingdom of the Netherlands,1750795650,1750795651,6.6451,47.1686,6598.92,False,188.9,181.87,-10.08,,6995.16,1000,False,0,2025-06-24T20:07:32
406f72,BAW61   ,United Kingdom,1750795651,1750795651,25.9067,44.7348,10668.0,False,272.58,118.64,0.33,,11170.92,5230,False,0,2025-06-24T20:07:32
49d3fa,TVS2252 ,Czech Republic,1750795651,1750795651,26.6249,36.9501,3032.76,False,152.6,156.98,-6.5,,3223.26,6714,False,0,2025-06-24T20:07:32
a00050,N1DC    ,United States,1750795651,1750795651,7.508,43.0855,1211.58,False,133.38,309.52,0.0,,1325.88,,False,0,2025-06-24T20:07:32
4ca4ef,RYR1DC  ,Ireland,1750795651,1750795651,2.42,41.2766,1653.54,False,128.42,325.61,-5.2,,1828.8,6363,False,0,2025-06-24T20:07:32
4ca4ec,RYR8924 ,Ireland,1750795650,1750795651,11.9561,38.8709,6918.96,False,203.74,180.87,-5.53,,7368.54,,False,0,2025-06-24T20:07:32
3a4494,REU976  ,France,1750795651,1750795651,9.1503,46.8818,9448.8,False,268.67,128.63,0.0,,9951.72,7666,False,0,2025-06-24T20:07:32
